index,CO_ITEM,SG_AREA,TP_LINGUA,IN_ITEM_ABAN,model,is_human,model_probs,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,answer,correct_prob
1078,118110,CH,portuguese,0.0,SES-7,True,[0.18098975 0.14744112 0.36198714 0.18048497 0.1247261 ],2.22329,1.79851,0.25237,C,0.36198714
1079,118110,CH,portuguese,0.0,SES-8,True,[0.17184179 0.1311098  0.39954742 0.17636757 0.11772924],2.22329,1.79851,0.25237,C,0.39954742
1080,118120,LC,portuguese,0.0,SES-1,True,[0.18703637 0.1905645  0.18323684 0.19662566 0.23683734],1.53331,2.16698,0.23705,C,0.18323684
1081,118120,LC,portuguese,0.0,SES-2,True,[0.18590038 0.20092971 0.16875737 0.18973334 0.24977025],1.53331,2.16698,0.23705,C,0.16875737
1082,118120,LC,portuguese,0.0,SES-3,True,[0.19256022 0.22839095 0.14833946 0.16960243 0.25650439],1.53331,2.16698,0.23705,C,0.14833946
1083,118120,LC,portuguese,0.0,SES-4,True,[0.20560073 0.25510753 0.12930771 0.14462747 0.26062842],1.53331,2.16698,0.23705,C,0.12930771
1084,118120,LC,portuguese,0.0,SES-5,True,[0.22290281 0.27903179 0.10958448 0.1234172  0.26053176],1.53331,2.16698,0.23705,C,0.10958448
1085,118120,LC,portuguese,0.0,SES-6,True,[0.23786923 0.30397712 0.09503979 0.10316752 0.25555983],1.53331,2.16698,0.23705,C,0.09503979
1086,118120,LC,portuguese,0.0,SES-7,True,[0.26572365 0.32441941 0.07996145 0.08410293 0.24211762],1.53331,2.16698,0.23705,C,0.07996145
1087,118120,LC,portuguese,0.0,SES-8,True,[0.29100748 0.33547816 0.07221566 0.07274695 0.22500984],1.53331,2.16698,0.23705,C,0.07221566
1088,118230,LC,spanish,0.0,SES-1,True,[0.09593388 0.14856198 0.08396694 0.12198347 0.53877686],1.79286,-0.35288,0.09108,E,0.53877686
1089,118230,LC,spanish,0.0,SES-2,True,[0.07583241 0.13745099 0.06875768 0.11307859 0.5962666 ],1.79286,-0.35288,0.09108,E,0.5962666
1090,118230,LC,spanish,0.0,SES-3,True,[0.06406605 0.12410067 0.05793319 0.10461265 0.64218129],1.79286,-0.35288,0.09108,E,0.64218129
1091,118230,LC,spanish,0.0,SES-4,True,[0.05523142 0.11453912 0.04862425 0.099645   0.67553221],1.79286,-0.35288,0.09108,E,0.67553221
1092,118230,LC,spanish,0.0,SES-5,True,[0.0481328  0.10770017 0.04232808 0.0918263  0.70436262],1.79286,-0.35288,0.09108,E,0.70436262
1093,118230,LC,spanish,0.0,SES-6,True,[0.03961797 0.09611167 0.03650644 0.08555624 0.73734591],1.79286,-0.35288,0.09108,E,0.73734591
1094,118230,LC,spanish,0.0,SES-7,True,[0.03424758 0.08502468 0.03212653 0.07758274 0.76781861],1.79286,-0.35288,0.09108,E,0.76781861
1095,118230,LC,spanish,0.0,SES-8,True,[0.03213576 0.07474273 0.03394114 0.07690919 0.77938256],1.79286,-0.35288,0.09108,E,0.77938256
1096,118252,LC,spanish,0.0,SES-1,True,[0.2147438  0.12257851 0.24892562 0.22532231 0.17566942],1.93731,0.91995,0.14292,A,0.2147438
1097,118252,LC,spanish,0.0,SES-2,True,[0.20242261 0.10637252 0.26075253 0.25159459 0.1701738 ],1.93731,0.91995,0.14292,A,0.20242261
1098,118252,LC,spanish,0.0,SES-3,True,[0.18142555 0.0977111  0.26411693 0.2901028  0.15939921],1.93731,0.91995,0.14292,A,0.18142555
1099,118252,LC,spanish,0.0,SES-4,True,[0.16880746 0.08789209 0.26395624 0.32417102 0.14862761],1.93731,0.91995,0.14292,A,0.16880746
1100,118252,LC,spanish,0.0,SES-5,True,[0.15259766 0.08136031 0.2646497  0.35913286 0.13591665],1.93731,0.91995,0.14292,A,0.15259766
1101,118252,LC,spanish,0.0,SES-6,True,[0.14107758 0.06997699 0.26606813 0.39390011 0.12327272],1.93731,0.91995,0.14292,A,0.14107758
1102,118252,LC,spanish,0.0,SES-7,True,[0.12356921 0.06450905 0.27167672 0.42665935 0.10916072],1.93731,0.91995,0.14292,A,0.12356921
1103,118252,LC,spanish,0.0,SES-8,True,[0.10669796 0.05975808 0.27495938 0.453692   0.10055967],1.93731,0.91995,0.14292,A,0.10669796
1104,119767,LC,portuguese,0.0,SES-1,True,[0.11579519 0.09132441 0.09313371 0.59485254 0.10046137],2.11177,-0.55865,0.18565,C,0.09313371
1105,119767,LC,portuguese,0.0,SES-2,True,[0.09222074 0.07930126 0.0769004  0.66409732 0.08362435],2.11177,-0.55865,0.18565,C,0.0769004
1106,119767,LC,portuguese,0.0,SES-3,True,[0.07291963 0.06616943 0.06282182 0.72117823 0.07339509],2.11177,-0.55865,0.18565,C,0.06282182
1107,119767,LC,portuguese,0.0,SES-4,True,[0.05682269 0.05440482 0.05011551 0.76921269 0.06605248],2.11177,-0.55865,0.18565,C,0.05011551
1108,119767,LC,portuguese,0.0,SES-5,True,[0.04467363 0.0458891  0.03988505 0.80680722 0.05978669],2.11177,-0.55865,0.18565,C,0.03988505
1109,119767,LC,portuguese,0.0,SES-6,True,[0.03356171 0.03795174 0.03198553 0.83826698 0.05556829],2.11177,-0.55865,0.18565,C,0.03198553
1110,119767,LC,portuguese,0.0,SES-7,True,[0.02386989 0.03094826 0.02448174 0.8682223  0.05008011],2.11177,-0.55865,0.18565,C,0.02448174
1111,119767,LC,portuguese,0.0,SES-8,True,[0.01768989 0.02707595 0.01918536 0.88598977 0.04754034],2.11177,-0.55865,0.18565,C,0.01918536
1112,120124,LC,portuguese,0.0,SES-1,True,[0.13483807 0.1351547  0.48643025 0.09792835 0.14062783],2.93292,0.03337,0.17638,A,0.13483807
1113,120124,LC,portuguese,0.0,SES-2,True,[0.12173184 0.12054481 0.54975187 0.08243732 0.12206114],2.93292,0.03337,0.17638,A,0.12173184
1114,120124,LC,portuguese,0.0,SES-3,True,[0.10698437 0.10714286 0.60956219 0.07117952 0.10199692],2.93292,0.03337,0.17638,A,0.10698437
1115,120124,LC,portuguese,0.0,SES-4,True,[0.09466201 0.09420335 0.66314651 0.0589461  0.08595599],2.93292,0.03337,0.17638,A,0.09466201
1116,120124,LC,portuguese,0.0,SES-5,True,[0.08354061 0.08358009 0.70993305 0.04952988 0.07053983],2.93292,0.03337,0.17638,A,0.08354061
1117,120124,LC,portuguese,0.0,SES-6,True,[0.06985264 0.07227509 0.75759264 0.04117462 0.05658381],2.93292,0.03337,0.17638,A,0.06985264
1118,120124,LC,portuguese,0.0,SES-7,True,[0.05309349 0.0594644  0.813538   0.03291766 0.03881056],2.93292,0.03337,0.17638,A,0.05309349
1119,120124,LC,portuguese,0.0,SES-8,True,[0.0383904  0.05149547 0.85444707 0.02630854 0.02719402],2.93292,0.03337,0.17638,A,0.0383904
1120,120368,LC,portuguese,0.0,SES-1,True,[0.16034919 0.08187082 0.34657138 0.2983083  0.10819613],3.46434,2.20555,0.0675,C,0.34657138
1121,120368,LC,portuguese,0.0,SES-2,True,[0.15275544 0.07234373 0.36011043 0.29517606 0.11603027],3.46434,2.20555,0.0675,C,0.36011043
1122,120368,LC,portuguese,0.0,SES-3,True,[0.14640205 0.06738233 0.36511566 0.27775442 0.14028903],3.46434,2.20555,0.0675,C,0.36511566
1123,120368,LC,portuguese,0.0,SES-4,True,[0.13982854 0.06367142 0.36209952 0.26372012 0.16770761],3.46434,2.20555,0.0675,C,0.36209952
1124,120368,LC,portuguese,0.0,SES-5,True,[0.13158711 0.06339081 0.35696317 0.24774531 0.19731862],3.46434,2.20555,0.0675,C,0.35696317
1125,120368,LC,portuguese,0.0,SES-6,True,[0.12052314 0.06693301 0.34968988 0.22854614 0.23141994],3.46434,2.20555,0.0675,C,0.34968988
1126,120368,LC,portuguese,0.0,SES-7,True,[0.10480266 0.08237062 0.32994903 0.20128795 0.2787867 ],3.46434,2.20555,0.0675,C,0.32994903
1127,120368,LC,portuguese,0.0,SES-8,True,[0.09077135 0.10560803 0.30853994 0.18144431 0.31131444],3.46434,2.20555,0.0675,C,0.30853994
1128,120622,LC,portuguese,0.0,SES-1,True,[0.16930523 0.2392799  0.20408902 0.29116157 0.09091731],2.558,0.65099,0.12178,D,0.29116157
1129,120622,LC,portuguese,0.0,SES-2,True,[0.14533076 0.26976596 0.2032808  0.28880439 0.08818101],2.558,0.65099,0.12178,D,0.28880439
1130,120622,LC,portuguese,0.0,SES-3,True,[0.12594121 0.32340156 0.19741506 0.26249774 0.08622273],2.558,0.65099,0.12178,D,0.26249774
1131,120622,LC,portuguese,0.0,SES-4,True,[0.10997327 0.38227766 0.18506869 0.23237562 0.08574365],2.558,0.65099,0.12178,D,0.23237562
1132,120622,LC,portuguese,0.0,SES-5,True,[0.09735641 0.44133572 0.17109145 0.19903044 0.08676684],2.558,0.65099,0.12178,D,0.19903044
1133,120622,LC,portuguese,0.0,SES-6,True,[0.08386549 0.50336569 0.15080202 0.16814705 0.08983875],2.558,0.65099,0.12178,D,0.16814705
1134,120622,LC,portuguese,0.0,SES-7,True,[0.06795003 0.58356182 0.12086378 0.12869167 0.09528835],2.558,0.65099,0.12178,D,0.12869167
1135,120622,LC,portuguese,0.0,SES-8,True,[0.05543093 0.64803227 0.09421488 0.09996065 0.09917355],2.558,0.65099,0.12178,D,0.09996065
1136,120626,LC,portuguese,0.0,SES-1,True,[0.24054641 0.29762982 0.14863398 0.15189072 0.15514746],0.82491,0.89707,0.03562,A,0.24054641
1137,120626,LC,portuguese,0.0,SES-2,True,[0.23770467 0.32702293 0.14256996 0.1530388  0.13472024],0.82491,0.89707,0.03562,A,0.23770467
1138,120626,LC,portuguese,0.0,SES-3,True,[0.24339211 0.35582322 0.13092543 0.15083642 0.11426178],0.82491,0.89707,0.03562,A,0.24339211
1139,120626,LC,portuguese,0.0,SES-4,True,[0.2509796  0.38064122 0.12109149 0.14557593 0.09691849],0.82491,0.89707,0.03562,A,0.2509796
1140,120626,LC,portuguese,0.0,SES-5,True,[0.25622543 0.40303276 0.11241589 0.14338088 0.08019876],0.82491,0.89707,0.03562,A,0.25622543
1141,120626,LC,portuguese,0.0,SES-6,True,[0.26173408 0.42447558 0.10341788 0.14058329 0.06520873],0.82491,0.89707,0.03562,A,0.26173408
1142,120626,LC,portuguese,0.0,SES-7,True,[0.26406782 0.45288546 0.09302068 0.13756735 0.04819867],0.82491,0.89707,0.03562,A,0.26406782
1143,120626,LC,portuguese,0.0,SES-8,True,[0.25975994 0.46885085 0.08520268 0.14494294 0.03717041],0.82491,0.89707,0.03562,A,0.25975994
1144,125654,CH,portuguese,0.0,SES-1,True,[0.12827936 0.13990411 0.17672336 0.18382486 0.36181473],1.49576,0.47561,0.01589,B,0.13990411
1145,125654,CH,portuguese,0.0,SES-2,True,[0.11268361 0.13205134 0.16549495 0.18942318 0.39275376],1.49576,0.47561,0.01589,B,0.13205134
1146,125654,CH,portuguese,0.0,SES-3,True,[0.09752697 0.12476712 0.15561687 0.19427769 0.42066978],1.49576,0.47561,0.01589,B,0.12476712
1147,125654,CH,portuguese,0.0,SES-4,True,[0.08275671 0.1164228  0.14395647 0.19518182 0.45422759],1.49576,0.47561,0.01589,B,0.1164228
1148,125654,CH,portuguese,0.0,SES-5,True,[0.07020141 0.10902892 0.13297461 0.19538966 0.48546507],1.49576,0.47561,0.01589,B,0.10902892
1149,125654,CH,portuguese,0.0,SES-6,True,[0.05688001 0.10347077 0.12314305 0.19336241 0.51691661],1.49576,0.47561,0.01589,B,0.10347077
1150,125654,CH,portuguese,0.0,SES-7,True,[0.04299792 0.09781607 0.10772425 0.18704326 0.55840322],1.49576,0.47561,0.01589,B,0.09781607
1151,125654,CH,portuguese,0.0,SES-8,True,[0.03358914 0.08860685 0.10045258 0.17955529 0.59248327],1.49576,0.47561,0.01589,B,0.08860685
1152,125706,CH,portuguese,0.0,SES-1,True,[0.16324407 0.15641397 0.167315   0.28555274 0.21888004],0.5628,2.08511,0.00958,C,0.167315
1153,125706,CH,portuguese,0.0,SES-2,True,[0.16225168 0.14838641 0.15405352 0.30111121 0.22673038],0.5628,2.08511,0.00958,C,0.15405352
1154,125706,CH,portuguese,0.0,SES-3,True,[0.16034556 0.13439594 0.13806699 0.31951057 0.24069462],0.5628,2.08511,0.00958,C,0.13806699
1155,125706,CH,portuguese,0.0,SES-4,True,[0.15509451 0.12232591 0.12167473 0.33842765 0.2558125 ],0.5628,2.08511,0.00958,C,0.12167473
1156,125706,CH,portuguese,0.0,SES-5,True,[0.15156771 0.10889919 0.10658387 0.35331675 0.27362561],0.5628,2.08511,0.00958,C,0.10658387
1157,125706,CH,portuguese,0.0,SES-6,True,[0.13978991 0.09594248 0.09277602 0.36780713 0.29834237],0.5628,2.08511,0.00958,C,0.09277602
1158,125706,CH,portuguese,0.0,SES-7,True,[0.11944887 0.08066891 0.07892895 0.38533696 0.33123391],0.5628,2.08511,0.00958,C,0.07892895
1159,125706,CH,portuguese,0.0,SES-8,True,[0.10224321 0.07093664 0.07001181 0.39395907 0.35983865],0.5628,2.08511,0.00958,C,0.07001181
1160,125944,CH,portuguese,0.0,SES-1,True,[0.19201194 0.10901031 0.1529763  0.41871721 0.11688077],1.69059,0.29126,0.1166,C,0.1529763
1161,125944,CH,portuguese,0.0,SES-2,True,[0.18335784 0.09684633 0.14798052 0.45767281 0.10549633],1.69059,0.29126,0.1166,C,0.14798052
1162,125944,CH,portuguese,0.0,SES-3,True,[0.17342226 0.08757795 0.13949983 0.49803672 0.0931767 ],1.69059,0.29126,0.1166,C,0.13949983
1163,125944,CH,portuguese,0.0,SES-4,True,[0.16420822 0.07752177 0.12703424 0.5408744  0.08271707],1.69059,0.29126,0.1166,C,0.12703424
1164,125944,CH,portuguese,0.0,SES-5,True,[0.15444142 0.06939486 0.11464661 0.57934708 0.07454441],1.69059,0.29126,0.1166,C,0.11464661
1165,125944,CH,portuguese,0.0,SES-6,True,[0.14164113 0.05898864 0.10102364 0.62637122 0.0652722 ],1.69059,0.29126,0.1166,C,0.10102364
1166,125944,CH,portuguese,0.0,SES-7,True,[0.12330354 0.04981243 0.08191173 0.68349643 0.05570533],1.69059,0.29126,0.1166,C,0.08191173
1167,125944,CH,portuguese,0.0,SES-8,True,[0.10960252 0.04305392 0.06467926 0.72939787 0.04777647],1.69059,0.29126,0.1166,C,0.06467926
1168,126560,CN,portuguese,0.0,SES-1,True,[0.19002171 0.14108015 0.29423738 0.2047675  0.16645558],2.41581,0.78824,0.19317,C,0.29423738
1169,126560,CN,portuguese,0.0,SES-2,True,[0.18674279 0.13108257 0.30830615 0.20953377 0.16165051],2.41581,0.78824,0.19317,C,0.30830615
1170,126560,CN,portuguese,0.0,SES-3,True,[0.17179859 0.12527816 0.33410097 0.21157852 0.1549247 ],2.41581,0.78824,0.19317,C,0.33410097
1171,126560,CN,portuguese,0.0,SES-4,True,[0.15449146 0.11739675 0.36872742 0.21040532 0.14662914],2.41581,0.78824,0.19317,C,0.36872742
1172,126560,CN,portuguese,0.0,SES-5,True,[0.13693125 0.11116939 0.4060503  0.20823251 0.13547889],2.41581,0.78824,0.19317,C,0.4060503
1173,126560,CN,portuguese,0.0,SES-6,True,[0.11609784 0.10515273 0.45355205 0.19939562 0.12391175],2.41581,0.78824,0.19317,C,0.45355205
1174,126560,CN,portuguese,0.0,SES-7,True,[0.09119277 0.09689829 0.52391387 0.18072971 0.10537245],2.41581,0.78824,0.19317,C,0.52391387
1175,126560,CN,portuguese,0.0,SES-8,True,[0.06875246 0.08939394 0.58831169 0.16190476 0.08992523],2.41581,0.78824,0.19317,C,0.58831169
1176,140190,CH,portuguese,0.0,SES-1,True,[0.1206803  0.12538448 0.43952415 0.11430251 0.19287136],1.94428,0.27387,0.14788,D,0.11430251
1177,140190,CH,portuguese,0.0,SES-2,True,[0.10515937 0.11435311 0.47839988 0.10301889 0.19257838],1.94428,0.27387,0.14788,D,0.10301889
1178,140190,CH,portuguese,0.0,SES-3,True,[0.08888141 0.09851023 0.52473025 0.09083176 0.19095273],1.94428,0.27387,0.14788,D,0.09083176
1179,140190,CH,portuguese,0.0,SES-4,True,[0.07483211 0.08364571 0.56859209 0.07756141 0.18971189],1.94428,0.27387,0.14788,D,0.07756141
1180,140190,CH,portuguese,0.0,SES-5,True,[0.06116573 0.06979814 0.61249485 0.06531695 0.18595915],1.94428,0.27387,0.14788,D,0.06531695
1181,140190,CH,portuguese,0.0,SES-6,True,[0.0489709  0.05498648 0.66116708 0.0537206  0.17672613],1.94428,0.27387,0.14788,D,0.0537206
1182,140190,CH,portuguese,0.0,SES-7,True,[0.03595015 0.03941476 0.7179093  0.04144535 0.16131869],1.94428,0.27387,0.14788,D,0.04144535
1183,140190,CH,portuguese,0.0,SES-8,True,[0.02691854 0.02741047 0.76273121 0.03138528 0.14844549],1.94428,0.27387,0.14788,D,0.03138528
1184,140378,CH,portuguese,0.0,SES-1,True,[0.34078162 0.13352633 0.22028225 0.19332368 0.1024516 ],2.1636,0.57483,0.15916,A,0.34078162
1185,140378,CH,portuguese,0.0,SES-2,True,[0.36285592 0.12057161 0.21070165 0.20048553 0.0968425 ],2.1636,0.57483,0.15916,A,0.36285592
1186,140378,CH,portuguese,0.0,SES-3,True,[0.39317411 0.10716873 0.20783308 0.19383781 0.08969972],2.1636,0.57483,0.15916,A,0.39317411
1187,140378,CH,portuguese,0.0,SES-4,True,[0.43023295 0.09101256 0.20217212 0.18630876 0.0821848 ],2.1636,0.57483,0.15916,A,0.43023295
1188,140378,CH,portuguese,0.0,SES-5,True,[0.47268143 0.07763809 0.19364682 0.17417948 0.07412139],2.1636,0.57483,0.15916,A,0.47268143
1189,140378,CH,portuguese,0.0,SES-6,True,[0.5256332  0.06485259 0.18143704 0.15455735 0.06666502],2.1636,0.57483,0.15916,A,0.5256332
1190,140378,CH,portuguese,0.0,SES-7,True,[0.60280458 0.05069961 0.16051564 0.1236783  0.05628659],2.1636,0.57483,0.15916,A,0.60280458
1191,140378,CH,portuguese,0.0,SES-8,True,[0.66314443 0.04067296 0.14384101 0.09752066 0.04978355],2.1636,0.57483,0.15916,A,0.66314443
1192,140429,CH,portuguese,0.0,SES-1,True,[0.17409987 0.31888909 0.11294554 0.1584042  0.22625294],2.16917,0.75171,0.18087,D,0.1584042
1193,140429,CH,portuguese,0.0,SES-2,True,[0.1758336  0.34023342 0.10842179 0.14481766 0.22390066],2.16917,0.75171,0.18087,D,0.14481766
1194,140429,CH,portuguese,0.0,SES-3,True,[0.17501682 0.37315639 0.10324217 0.12906565 0.21291109],2.16917,0.75171,0.18087,D,0.12906565
1195,140429,CH,portuguese,0.0,SES-4,True,[0.17484796 0.41610797 0.09471014 0.11015164 0.19797058],2.16917,0.75171,0.18087,D,0.11015164
1196,140429,CH,portuguese,0.0,SES-5,True,[0.17457994 0.46283637 0.08573749 0.09325031 0.178091  ],2.16917,0.75171,0.18087,D,0.09325031
1197,140429,CH,portuguese,0.0,SES-6,True,[0.17178249 0.51412744 0.07639361 0.07777586 0.15500869],2.16917,0.75171,0.18087,D,0.07777586
1198,140429,CH,portuguese,0.0,SES-7,True,[0.15816766 0.59103024 0.06564411 0.05844337 0.12270699],2.16917,0.75171,0.18087,D,0.05844337
1199,140429,CH,portuguese,0.0,SES-8,True,[0.13964974 0.65651318 0.05828414 0.04372294 0.09848485],2.16917,0.75171,0.18087,D,0.04372294
1200,140441,CH,portuguese,0.0,SES-1,True,[0.19115252 0.11294554 0.25456848 0.36063868 0.07327664],1.76207,1.31972,0.21908,E,0.07327664
1201,140441,CH,portuguese,0.0,SES-2,True,[0.17577616 0.10546953 0.26631209 0.37930203 0.06665365],1.76207,1.31972,0.21908,E,0.06665365
1202,140441,CH,portuguese,0.0,SES-3,True,[0.16376756 0.0931767  0.28082387 0.39840091 0.05763061],1.76207,1.31972,0.21908,E,0.05763061
1203,140441,CH,portuguese,0.0,SES-4,True,[0.15109965 0.07965652 0.29788168 0.41481127 0.05037882],1.76207,1.31972,0.21908,E,0.05037882
1204,140441,CH,portuguese,0.0,SES-5,True,[0.13733171 0.06931871 0.31360091 0.43096048 0.04283208],1.76207,1.31972,0.21908,E,0.04283208
1205,140441,CH,portuguese,0.0,SES-6,True,[0.12457113 0.05699285 0.33010575 0.44775862 0.03520841],1.76207,1.31972,0.21908,E,0.03520841
1206,140441,CH,portuguese,0.0,SES-7,True,[0.10414492 0.04378186 0.34549772 0.47500392 0.02691003],1.76207,1.31972,0.21908,E,0.02691003
1207,140441,CH,portuguese,0.0,SES-8,True,[0.0875246  0.0356159  0.35637544 0.49329004 0.02298308],1.76207,1.31972,0.21908,E,0.02298308
1208,140506,CH,portuguese,0.0,SES-1,True,[0.24701466 0.15455944 0.24063687 0.25325674 0.09611905],0.98121,1.34897,0.06218,A,0.24701466
1209,140506,CH,portuguese,0.0,SES-2,True,[0.24757616 0.14136378 0.24780591 0.26674478 0.08916127],0.98121,1.34897,0.06218,A,0.24757616
1210,140506,CH,portuguese,0.0,SES-3,True,[0.2491073  0.13326714 0.24076578 0.28885489 0.08092155],0.98121,1.34897,0.06218,A,0.2491073
1211,140506,CH,portuguese,0.0,SES-4,True,[0.25387595 0.12350653 0.23156873 0.31022582 0.07359486],0.98121,1.34897,0.06218,A,0.25387595
1212,140506,CH,portuguese,0.0,SES-5,True,[0.26237895 0.11360598 0.22148993 0.33183303 0.06376024],0.98121,1.34897,0.06218,A,0.26237895
1213,140506,CH,portuguese,0.0,SES-6,True,[0.27362067 0.10121757 0.20022074 0.36335363 0.05549424],0.98121,1.34897,0.06218,A,0.27362067
1214,140506,CH,portuguese,0.0,SES-7,True,[0.29346733 0.08647386 0.16590376 0.40607875 0.04225223],0.98121,1.34897,0.06218,A,0.29346733
1215,140506,CH,portuguese,0.0,SES-8,True,[0.31088154 0.07461629 0.13417946 0.44234553 0.03305785],0.98121,1.34897,0.06218,A,0.31088154
1216,140527,LC,spanish,0.0,SES-1,True,[0.50056198 0.23378512 0.08396694 0.08509091 0.08528926],1.12895,-0.11509,0.20583,A,0.50056198
1217,140527,LC,spanish,0.0,SES-2,True,[0.55038914 0.23364152 0.07068875 0.07145532 0.06584938],1.12895,-0.11509,0.20583,A,0.55038914
1218,140527,LC,spanish,0.0,SES-3,True,[0.58520481 0.23148942 0.06200333 0.06109086 0.0537082 ],1.12895,-0.11509,0.20583,A,0.58520481
1219,140527,LC,spanish,0.0,SES-4,True,[0.61242259 0.22733686 0.05465469 0.05499625 0.04450317],1.12895,-0.11509,0.20583,A,0.61242259
1220,140527,LC,spanish,0.0,SES-5,True,[0.63463194 0.22411752 0.04896685 0.04866417 0.03796276],1.12895,-0.11509,0.20583,A,0.63463194
1221,140527,LC,spanish,0.0,SES-6,True,[0.65998984 0.21833641 0.04231895 0.04274031 0.03173111],1.12895,-0.11509,0.20583,A,0.65998984
1222,140527,LC,spanish,0.0,SES-7,True,[0.6794478  0.21685866 0.03770342 0.03704516 0.02515999],1.12895,-0.11509,0.20583,A,0.6794478
1223,140527,LC,spanish,0.0,SES-8,True,[0.69471024 0.21068785 0.03105254 0.03827406 0.0218451 ],1.12895,-0.11509,0.20583,A,0.69471024
1224,140550,CH,portuguese,0.0,SES-1,True,[0.3759725  0.14361317 0.13465714 0.22503166 0.11267415],3.5293,0.41127,0.19018,C,0.13465714
1225,140550,CH,portuguese,0.0,SES-2,True,[0.42080213 0.12805373 0.12407144 0.21800763 0.10205394],3.5293,0.41127,0.19018,C,0.12407144
1226,140550,CH,portuguese,0.0,SES-3,True,[0.47872733 0.11221764 0.11043225 0.19988615 0.09244573],3.5293,0.41127,0.19018,C,0.11043225
1227,140550,CH,portuguese,0.0,SES-4,True,[0.54222206 0.09583697 0.09309917 0.17936377 0.08358909],3.5293,0.41127,0.19018,C,0.09309917
1228,140550,CH,portuguese,0.0,SES-5,True,[0.6006757  0.08174419 0.07871256 0.1589931  0.07408473],3.5293,0.41127,0.19018,C,0.07871256
1229,140550,CH,portuguese,0.0,SES-6,True,[0.66666079 0.06615726 0.06394285 0.13239562 0.06613963],3.5293,0.41127,0.19018,C,0.06394285
1230,140550,CH,portuguese,0.0,SES-7,True,[0.74520556 0.04933824 0.04742238 0.09661531 0.05739557],3.5293,0.41127,0.19018,C,0.04742238
1231,140550,CH,portuguese,0.0,SES-8,True,[0.80855962 0.03720976 0.03632428 0.06621409 0.04874065],3.5293,0.41127,0.19018,C,0.03632428
1232,140567,LC,spanish,0.0,SES-1,True,[0.48938843 0.09626446 0.11352066 0.11761983 0.1726281 ],1.95054,-0.11616,0.18874,B,0.09626446
1233,140567,LC,spanish,0.0,SES-2,True,[0.5497396  0.0807537  0.09221722 0.108169   0.16172977],1.95054,-0.11616,0.18874,B,0.0807537
1234,140567,LC,spanish,0.0,SES-3,True,[0.60142455 0.06996665 0.07883691 0.09967981 0.14377672],1.95054,-0.11616,0.18874,B,0.06996665
1235,140567,LC,spanish,0.0,SES-4,True,[0.63698668 0.0625161  0.07091504 0.09424169 0.12981959],1.95054,-0.11616,0.18874,B,0.0625161
1236,140567,LC,spanish,0.0,SES-5,True,[0.6715925  0.05512134 0.06359637 0.08643188 0.11807872],1.95054,-0.11616,0.18874,B,0.05512134
1237,140567,LC,spanish,0.0,SES-6,True,[0.70559319 0.04873648 0.05610475 0.0790955  0.10613771],1.95054,-0.11616,0.18874,B,0.04873648
1238,140567,LC,spanish,0.0,SES-7,True,[0.74141525 0.04298775 0.04763211 0.07057963 0.09400256],1.95054,-0.11616,0.18874,B,0.04298775
1239,140567,LC,spanish,0.0,SES-8,True,[0.7629536  0.03809352 0.04910634 0.06409099 0.08286694],1.95054,-0.11616,0.18874,B,0.03809352
1240,140568,CH,portuguese,0.0,SES-1,True,[0.36240275 0.18622218 0.13927085 0.10611543 0.1961281 ],1.48568,0.87454,0.17248,D,0.10611543
1241,140568,CH,portuguese,0.0,SES-2,True,[0.37569116 0.19612416 0.12178545 0.09521512 0.20228522],1.48568,0.87454,0.17248,D,0.09521512
1242,140568,CH,portuguese,0.0,SES-3,True,[0.39884726 0.20287797 0.10946839 0.08360287 0.1967132 ],1.48568,0.87454,0.17248,D,0.08360287
1243,140568,CH,portuguese,0.0,SES-4,True,[0.42532361 0.2114104  0.09404197 0.07047202 0.1905103 ],1.48568,0.87454,0.17248,D,0.07047202
1244,140568,CH,portuguese,0.0,SES-5,True,[0.45394733 0.21705387 0.0814368  0.0596485  0.18049375],1.48568,0.87454,0.17248,D,0.0596485
1245,140568,CH,portuguese,0.0,SES-6,True,[0.4850545  0.22228726 0.07093164 0.04926357 0.16576339],1.48568,0.87454,0.17248,D,0.04926357
1246,140568,CH,portuguese,0.0,SES-7,True,[0.52235364 0.22772762 0.05783534 0.03896735 0.1472002 ],1.48568,0.87454,0.17248,D,0.03896735
1247,140568,CH,portuguese,0.0,SES-8,True,[0.5577135  0.22506887 0.0498229  0.02910272 0.13372688],1.48568,0.87454,0.17248,D,0.02910272
1248,140572,CH,portuguese,0.0,SES-1,True,[0.2498643  0.302334   0.2050389  0.10136602 0.13434051],2.46583,0.73772,0.17053,B,0.302334
1249,140572,CH,portuguese,0.0,SES-2,True,[0.24839942 0.31525219 0.20706015 0.09256919 0.13048523],2.46583,0.73772,0.17053,B,0.31525219
1250,140572,CH,portuguese,0.0,SES-3,True,[0.24665239 0.34966168 0.19866354 0.08102181 0.11812042],2.46583,0.73772,0.17053,B,0.34966168
1251,140572,CH,portuguese,0.0,SES-4,True,[0.24406009 0.38680196 0.18625497 0.07119398 0.10605203],2.46583,0.73772,0.17053,B,0.38680196
1252,140572,CH,portuguese,0.0,SES-5,True,[0.23818226 0.43505248 0.1665031  0.06124469 0.09386228],2.46583,0.73772,0.17053,B,0.43505248
